date,masks,isPartial
2020-07-10,74,False
2020-07-11,73,False
2020-07-12,88,False
2020-07-13,66,False
2020-07-14,58,False
2020-07-15,61,False
2020-07-16,86,False
2020-07-17,68,False
2020-07-18,92,False
2020-07-19,61,False
2020-07-20,100,False
2020-07-21,85,False
2020-07-22,88,False
2020-07-23,60,False
2020-07-24,70,False
2020-07-25,89,False
2020-07-26,86,False
2020-07-27,75,False
2020-07-28,54,False
2020-07-29,68,False
2020-07-30,50,False
2020-07-31,0,False
2020-08-01,46,False
2020-08-02,52,False
2020-08-03,38,False
2020-08-04,44,False
2020-08-05,45,False
2020-08-06,72,False
2020-08-07,62,False
2020-08-08,78,False
2020-08-09,60,False
